,,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,,,-additional
Rk,Player,WS,From,To,Age,G,GS,AS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Team,-9999
1329,Orien Greene,0.0,2010-11,2010-11,28,3,0,0,1.7,0.3,0.7,0.3,0.7,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,1.0,.500,.500,,.500,.521,.500,G,NJN,greenor01
1330,Mike Wilks,0.0,2009-10,2009-10,30,4,0,0,14.8,1.5,3.0,1.0,2.3,0.5,0.8,0.5,1.0,0.3,0.8,1.0,1.0,0.0,0.0,1.0,1.3,4.0,.500,.444,.667,.500,.581,.583,G,OKC,wilksmi01
1331,Stanley Umude,0.0,2022-23,2022-23,23,1,0,0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,.000,,.000,1.000,.532,.000,G,DET,umudest01
1332,B.J. Johnson,0.0,2018-19,2021-22,23-26,21,0,0,9.4,1.4,3.6,0.9,2.3,0.5,1.2,0.5,0.6,0.5,1.3,1.8,0.1,0.2,0.0,0.4,0.5,3.8,.387,.388,.385,.917,.492,.453,G,ATLORLSAC,johnsbj01
1333,Pops Mensah-Bonsu,0.0,2009-10,2010-11,26-27,27,0,0,5.7,0.5,1.3,0.5,1.3,0.0,0.0,0.5,0.9,0.7,1.0,1.7,0.2,0.1,0.3,0.4,1.1,1.5,.389,.389,,.542,.440,.389,F,HOUNOHTOR,mensapo01
1334,Ahmad Caver,0.0,2021-22,2021-22,25,1,0,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.000,1.000,,,1.000,1.000,G,IND,caverah01
1335,Dewan Hernandez,0.0,2019-20,2019-20,23,6,0,0,4.7,0.8,2.3,0.7,2.0,0.2,0.3,0.5,0.8,0.8,1.5,2.3,0.5,0.2,0.0,0.5,1.0,2.3,.357,.333,.500,.600,.432,.393,F,TOR,hernade01
1336,Sim Bhullar,0.0,2014-15,2014-15,22,3,0,0,1.0,0.3,0.7,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.3,0.0,0.0,0.7,.500,.500,,,.500,.500,C,SAC,bhullsi01
1337,Scottie Lewis,0.0,2021-22,2021-22,21,2,0,0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,,,,.500,.568,,G,CHO,lewissc01
1338,Kalin Lucas,0.0,2014-15,2018-19,25-29,2,0,0,6.0,0.0,1.0,0.0,0.5,0.0,0.5,1.0,1.0,0.0,1.5,1.5,0.5,0.5,0.0,0.0,1.0,1.0,.000,.000,.000,1.000,.347,.000,G,DETMEM,lucaska01
1339,Jontay Porter,0.0,2020-21,2020-21,21,11,0,0,4.9,0.7,1.4,0.5,0.6,0.3,0.7,0.3,0.5,0.4,0.9,1.3,0.1,0.3,0.1,0.6,1.1,2.0,.533,.714,.375,.600,.640,.633,F-C,MEM,portejo01
1340,Travis Diener,0.0,2009-10,2009-10,27,9,0,0,5.7,0.2,1.1,0.1,0.3,0.1,0.8,0.1,0.4,0.0,0.3,0.3,0.9,0.4,0.0,0.0,0.2,0.7,.200,.333,.143,.250,.255,.250,G,INDPOR,dienetr01
1341,Nate Darling,0.0,2020-21,2020-21,22,7,0,0,3.7,0.3,1.0,0.0,0.0,0.3,1.0,0.4,0.4,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,1.3,.286,,.286,1.000,.541,.429,G,CHO,darlina01
1342,Jamaree Bouyea,0.0,2022-23,2022-23,23,5,0,0,14.2,1.2,2.8,0.8,1.6,0.4,1.2,0.2,0.4,0.2,1.0,1.2,0.8,0.8,0.4,0.8,1.2,3.0,.429,.500,.333,.500,.504,.500,G,MIAWAS,bouyeja01
1343,Jarron Cumberland,0.0,2021-22,2021-22,24,3,0,0,4.0,0.3,0.7,0.3,0.3,0.0,0.3,0.0,0.0,0.3,0.7,1.0,0.3,0.0,0.0,0.0,0.7,0.7,.500,1.000,.000,,.500,.500,G,POR,cumbeja01
1344,Reggie Hearn,0.0,2017-18,2017-18,26,3,0,0,2.3,0.3,0.7,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,.500,,.500,,.750,.750,G,DET,hearnre01
1345,Chance Comanche,0.0,2022-23,2022-23,26,1,0,0,21.0,3.0,5.0,3.0,5.0,0.0,0.0,1.0,4.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,7.0,.600,.600,,.250,.518,.600,F-C,POR,comanch01
1346,Joe Alexander,0.0,2009-10,2009-10,23,8,0,0,3.6,0.1,0.8,0.1,0.6,0.0,0.1,0.3,0.4,0.3,0.4,0.6,0.3,0.1,0.1,0.0,1.1,0.5,.167,.200,.000,.667,.273,.167,F,CHI,alexajo01
1347,Josh Reaves,0.0,2019-20,2019-20,22,4,0,0,7.0,0.8,2.3,0.8,1.8,0.0,0.5,0.5,0.5,0.3,0.5,0.8,0.8,0.0,0.0,0.0,1.3,2.0,.333,.429,.000,1.000,.405,.333,G,DAL,reavejo02
1348,Nigel Williams-Goss,0.0,2019-20,2019-20,25,10,0,0,5.0,0.5,1.6,0.3,0.9,0.2,0.7,0.2,0.2,0.2,0.4,0.6,0.6,0.3,0.1,0.3,0.6,1.4,.313,.333,.286,1.000,.415,.375,G,UTA,willini01
1349,Alex Kirk,0.0,2014-15,2014-15,23,5,0,0,2.8,0.2,0.8,0.2,0.8,0.0,0.0,0.4,0.4,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.8,.250,.250,,1.000,.410,.250,C,CLE,kirkal01
1350,Javin DeLaurier,0.0,2021-22,2021-22,23,1,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,F,MIL,delauja01
1351,Jonathan Gibson,0.0,2016-17,2017-18,29-30,21,0,0,12.9,2.3,5.6,1.3,2.9,1.0,2.7,1.0,1.4,0.0,1.1,1.2,1.4,0.4,0.0,1.1,1.2,6.7,.415,.459,.368,.724,.535,.504,G,BOSDAL,gibsojo01
1352,Fab Melo,0.0,2012-13,2012-13,22,6,0,0,6.0,0.5,1.0,0.5,1.0,0.0,0.0,0.2,0.7,0.0,0.5,0.5,0.0,0.3,0.3,0.2,1.2,1.2,.500,.500,,.250,.451,.500,C,BOS,melofa01
1353,Jordan Sibert,0.0,2018-19,2018-19,26,1,0,0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.000,,1.000,,1.500,1.500,G,ATL,siberjo01
1354,Vince Hunter,0.0,2017-18,2017-18,23,4,0,0,1.8,0.8,1.3,0.8,1.3,0.0,0.0,0.0,0.0,0.5,0.3,0.8,0.0,0.0,0.3,0.3,0.0,1.5,.600,.600,,,.600,.600,F,MEM,huntevi01
1355,Ben Moore,0.0,2017-18,2017-18,22,2,0,0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,2.0,0.0,,,,,,,F,IND,moorebe01
1356,RJ Nembhard Jr.,0.0,2021-22,2021-22,22,14,0,0,4.5,0.4,1.3,0.4,1.1,0.0,0.1,0.2,0.3,0.2,0.3,0.5,0.9,0.1,0.0,0.2,0.1,1.1,.333,.375,.000,.750,.380,.333,G,CLE,nembhrj01
1357,Scott Machado,0.0,2012-13,2018-19,22-28,10,0,0,4.0,0.7,1.2,0.6,1.0,0.1,0.2,0.3,0.3,0.0,0.1,0.1,0.9,0.3,0.0,0.8,0.2,1.8,.583,.600,.500,1.000,.676,.625,G,HOULAL,machasc01
1358,Markus Howard,0.0,2020-21,2021-22,21-22,68,1,0,5.6,1.2,3.0,0.5,1.1,0.7,2.0,0.4,0.5,0.0,0.4,0.5,0.4,0.2,0.0,0.4,0.6,3.4,.382,.458,.341,.844,.522,.493,G,DEN,howarma02
1359,Trey Thompkins,0.0,2011-12,2011-12,21,24,0,0,5.0,1.0,2.5,0.8,2.0,0.2,0.5,0.2,0.3,0.2,0.8,1.0,0.1,0.1,0.1,0.3,0.4,2.4,.393,.417,.308,.714,.445,.426,F,LAC,thomptr02
1360,Tahjere McCall,0.0,2018-19,2018-19,24,1,0,0,8.0,2.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,.667,1.000,.000,.000,.581,.667,G,BRK,mccalta01
1361,Daniel Ochefu,0.0,2016-17,2016-17,23,19,0,0,3.9,0.6,1.4,0.6,1.4,0.0,0.0,0.0,0.1,0.3,0.9,1.2,0.2,0.1,0.0,0.2,0.9,1.3,.444,.444,,.000,.430,.444,C,WAS,ochefda01
1362,John Butler,0.0,2022-23,2022-23,20,19,1,0,11.6,0.9,2.8,0.5,0.9,0.4,1.8,0.2,0.2,0.2,0.7,0.9,0.6,0.4,0.5,0.1,1.2,2.4,.321,.500,.229,.750,.411,.396,C,POR,butlejo01
1363,Dwayne Jones,0.0,2009-10,2009-10,26,2,0,0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,,,,,,,F-C,PHO,jonesdw02
1364,Tariq Owens,0.0,2019-20,2019-20,24,3,0,0,5.0,0.3,1.7,0.3,1.0,0.0,0.7,0.7,0.7,0.7,0.3,1.0,0.0,0.3,0.0,0.0,0.3,1.3,.200,.333,.000,1.000,.340,.200,F,PHO,owensta01
1365,Jaylen Adams,0.0,2018-19,2020-21,22-24,41,1,0,10.9,1.0,2.9,0.3,1.0,0.6,1.9,0.2,0.2,0.3,1.3,1.5,1.6,0.3,0.1,0.7,1.1,2.7,.331,.333,.329,.778,.451,.436,G,ATLMIL,adamsja01
1366,Elijah Bryant,0.0,2020-21,2020-21,25,1,0,0,32.0,6.0,13.0,5.0,8.0,1.0,5.0,3.0,3.0,2.0,4.0,6.0,3.0,0.0,1.0,4.0,4.0,16.0,.462,.625,.200,1.000,.559,.500,G,MIL,bryanel01
1367,Chaundee Brown Jr.,0.0,2021-22,2021-22,23,5,2,0,20.8,2.0,6.4,0.8,2.8,1.2,3.6,1.0,1.2,0.2,3.0,3.2,0.8,0.4,0.0,0.2,1.4,6.2,.313,.286,.333,.833,.447,.406,G-F,ATLLAL,brownch05
1368,Elias Harris,0.0,2013-14,2013-14,24,2,0,0,5.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,.000,.000,,,.000,.000,F,LAL,harriel01
1369,D.J. Stephens,0.0,2013-14,2018-19,23-28,4,0,0,5.5,1.0,2.3,1.0,2.3,0.0,0.0,0.3,0.3,0.3,1.0,1.3,0.0,0.3,0.0,0.3,0.0,2.3,.444,.444,,1.000,.477,.444,G-F,MEMMIL,stephdj01
1370,Coty Clarke,0.0,2015-16,2015-16,23,3,0,0,2.0,0.7,1.3,0.0,0.7,0.7,0.7,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.0,2.0,.500,.000,1.000,,.750,.750,F,BOS,clarkco01
1371,Marcus Cousin,0.0,2010-11,2010-11,24,4,0,0,4.5,0.5,0.8,0.5,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.0,0.3,0.3,0.3,1.0,.667,.667,,,.667,.667,C,UTA,cousima01
1372,Adonis Thomas,0.0,2013-14,2013-14,20,6,1,0,6.2,1.0,2.3,0.8,1.5,0.2,0.8,0.2,0.2,0.0,0.5,0.5,0.5,0.0,0.0,0.2,1.0,2.3,.429,.556,.200,1.000,.485,.464,F,ORLPHI,thomaad01
1373,Tyler Hall,0.0,2021-22,2021-22,24,1,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,G,NYK,hallty01
1374,Michael Foster Jr.,0.0,2022-23,2022-23,20,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,F,PHI,fostemi02
1375,JamesOn Curry,0.0,2009-10,2009-10,24,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,G,LAC,curryja01
1376,Trey McKinney-Jones,0.0,2017-18,2017-18,27,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,G,IND,mckintr01
1377,Ade Murkey,0.0,2021-22,2021-22,24,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,G,SAC,murkead01
1378,Gani Lawal,0.0,2010-11,2010-11,22,1,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,F,PHO,lawalga01
1379,Xavier Munford,0.0,2015-16,2017-18,23-25,20,0,0,13.3,1.7,4.2,1.2,2.9,0.5,1.3,0.4,0.8,0.2,1.4,1.6,1.3,0.7,0.2,0.9,1.5,4.2,.398,.414,.360,.500,.461,.452,G,MEMMIL,munfoxa02
1380,DeJon Jarreau,0.0,2021-22,2021-22,24,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,G,IND,jarrede01
1381,Kyle Alexander,0.0,2019-20,2019-20,23,2,0,0,6.5,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.5,1.5,0.0,0.0,0.0,0.5,0.5,1.0,.500,.500,,,.500,.500,F,MIA,alexaky01
1382,Jaime Echenique,0.0,2021-22,2021-22,24,1,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,C,WAS,echenja01
1383,Chris Smith,0.0,2013-14,2013-14,26,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,G,NYK,smithch05
1384,Keith Benson,0.0,2011-12,2011-12,23,3,0,0,3.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.7,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,.000,.000,,,.000,.000,C,GSW,bensoke02
1385,Jason Hart,0.0,2009-10,2009-10,31,5,0,0,4.4,0.2,0.4,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.2,0.4,0.2,0.6,0.8,0.4,.500,.500,,,.500,.500,G,MINNOH,hartja01
1386,Daniel Hamilton,0.0,2017-18,2018-19,22-23,25,3,0,9.3,1.1,2.8,0.7,1.7,0.4,1.1,0.1,0.2,0.4,1.7,2.1,1.2,0.3,0.0,0.7,0.8,2.8,.394,.419,.357,.500,.468,.465,G-F,ATLOKC,hamilda02
1387,A.J. Hammons,0.0,2016-17,2016-17,24,22,0,0,7.4,0.8,1.9,0.5,1.5,0.2,0.5,0.4,0.9,0.4,1.3,1.6,0.2,0.0,0.6,0.5,1.0,2.2,.405,.375,.500,.450,.472,.464,C,DAL,hammoaj01
1388,J.J. O'Brien,0.0,2015-16,2015-16,23,2,0,0,3.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.0,.000,.000,,,.000,.000,F,UTA,obriejj01
1389,Marcus Paige,0.0,2017-18,2017-18,24,5,0,0,5.6,0.8,2.8,0.4,1.2,0.4,1.6,0.4,0.4,0.0,0.8,0.8,0.6,0.0,0.0,0.0,0.0,2.4,.286,.333,.250,1.000,.403,.357,G,CHO,paigema01
1390,Gabriel Lundberg,0.0,2021-22,2021-22,27,4,0,0,11.0,1.3,4.8,0.5,2.8,0.8,2.0,0.0,0.0,0.5,1.3,1.8,2.8,0.8,0.0,0.8,1.8,3.3,.263,.182,.375,,.342,.342,G,PHO,lundbga01
1391,Vince Edwards,0.0,2018-19,2018-19,22,2,0,0,8.0,0.5,2.0,0.0,0.0,0.5,2.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.5,.250,,.250,,.375,.375,F,HOU,edwarvi01
1392,Dennis Horner,0.0,2011-12,2011-12,23,8,0,0,2.8,0.1,0.5,0.1,0.4,0.0,0.1,0.4,0.5,0.3,0.4,0.6,0.0,0.0,0.0,0.1,0.1,0.6,.250,.333,.000,.750,.434,.250,F,NJN,hornede01
1393,Jarron Collins,0.0,2009-10,2010-11,31-32,62,10,0,7.1,0.3,0.8,0.3,0.8,0.0,0.0,0.3,0.6,0.6,0.8,1.4,0.1,0.1,0.1,0.3,1.1,0.9,.346,.346,,.486,.393,.346,F-C,LACPHOPOR,collija03
1394,Carldell Johnson,0.0,2011-12,2011-12,29,15,0,0,7.9,0.7,2.3,0.5,1.3,0.3,1.0,0.1,0.2,0.1,0.5,0.6,1.5,0.5,0.0,0.5,0.7,1.8,.314,.350,.267,.333,.372,.371,G,NOH,johnsca01
1395,Yante Maten,0.0,2018-19,2018-19,22,2,0,0,6.5,0.5,2.0,0.5,1.5,0.0,0.5,0.0,0.0,0.5,1.0,1.5,0.0,0.5,0.0,0.0,0.0,1.0,.250,.333,.000,,.250,.250,F,MIA,matenya01
1396,Jerry Smith,0.0,2011-12,2011-12,24,5,0,0,9.2,0.6,2.8,0.4,1.6,0.2,1.2,0.0,0.0,0.4,1.0,1.4,0.8,1.0,0.0,0.0,1.0,1.4,.214,.250,.167,,.250,.250,G,NJN,smithje01
1397,Justin Wright-Foreman,0.0,2019-20,2019-20,22,4,0,0,11.3,1.8,5.0,1.3,2.5,0.5,2.5,0.8,1.0,0.0,1.3,1.3,1.8,0.5,0.0,0.8,1.3,4.8,.350,.500,.200,.750,.437,.400,G,UTA,wrighju02
1398,Dereon Seabron,0.0,2022-23,2022-23,22,5,0,0,2.4,0.4,1.0,0.4,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.8,.400,.400,,,.400,.400,G,NOP,seabrde01
1399,Jonathan Bender,0.0,2009-10,2009-10,29,25,1,0,11.7,1.6,4.0,1.0,2.4,0.6,1.6,1.0,1.0,0.6,1.5,2.1,0.6,0.1,0.7,1.1,1.3,4.7,.400,.426,.359,.923,.529,.470,F,NYK,bendejo01
1400,Maurice Ager,0.0,2010-11,2010-11,26,4,0,0,7.3,1.5,2.8,0.8,1.8,0.8,1.0,0.0,0.0,0.0,0.5,0.5,0.3,0.3,0.0,1.0,1.0,3.8,.545,.429,.750,,.682,.682,G,MIN,agerma01
1401,Patrick O'Bryant,0.0,2009-10,2009-10,23,11,0,0,4.6,0.7,1.4,0.7,1.3,0.0,0.1,0.3,0.5,0.2,0.8,1.0,0.1,0.2,0.4,0.5,1.1,1.7,.533,.571,.000,.500,.539,.533,C,TOR,obryapa01
1402,Desmond Mason,0.0,2009-10,2009-10,32,5,4,0,13.2,1.0,2.4,1.0,2.4,0.0,0.0,0.6,0.8,0.8,1.8,2.6,0.4,0.2,0.2,0.8,1.0,2.6,.417,.417,,.750,.472,.417,F,SAC,masonde01
1403,Tyler Davis,0.0,2018-19,2018-19,21,1,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,.000,.000,,,.000,.000,C,OKC,davisty01
1404,Trevor Keels,0.0,2022-23,2022-23,19,3,0,0,2.7,0.3,1.3,0.0,0.0,0.3,1.3,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,1.0,.250,,.250,,.375,.375,G,NYK,keelstr01
1405,Scotty Pippen Jr.,0.0,2022-23,2022-23,22,6,0,0,5.3,0.7,2.0,0.5,1.5,0.2,0.5,0.8,1.5,0.3,0.3,0.7,0.3,0.3,0.2,0.3,0.5,2.3,.333,.333,.333,.556,.439,.375,G,LAL,pippesc02
1406,Petr Cornelie,0.0,2021-22,2021-22,26,13,0,0,2.9,0.4,1.2,0.3,0.5,0.1,0.6,0.2,0.3,0.5,0.5,1.1,0.2,0.1,0.1,0.3,0.5,1.1,.333,.571,.125,.750,.418,.367,F,DEN,cornepe01
1407,Malik Newman,0.0,2019-20,2021-22,22-24,2,0,0,6.0,1.5,3.5,1.5,2.5,0.0,1.0,2.0,2.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.0,5.0,.429,.600,.000,1.000,.571,.429,G,CLE,newmama01
1408,Stephen Zimmerman,0.0,2016-17,2016-17,20,19,0,0,5.7,0.5,1.6,0.5,1.6,0.0,0.0,0.2,0.3,0.6,1.3,1.8,0.2,0.1,0.3,0.2,0.9,1.2,.323,.323,,.600,.346,.323,C,ORL,zimmest01
1409,Aaron Jackson,0.0,2017-18,2017-18,31,1,0,0,35.0,3.0,9.0,2.0,5.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,4.0,8.0,.333,.400,.250,.500,.405,.389,G,HOU,jacksaa01
1410,Jon Teske,0.0,2021-22,2021-22,24,3,0,0,2.7,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.7,0.0,0.7,0.7,0.3,0.3,0.0,0.0,0.3,0.0,.000,.000,,.000,.000,.000,C,MEM,teskejo01
1411,Jerrelle Benimon,0.0,2014-15,2014-15,23,2,0,0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.5,0.0,0.0,0.0,0.5,0.0,0.0,,,,,,,F,UTA,benimje01
1412,Tyrese Martin,0.0,2022-23,2022-23,23,16,0,0,4.1,0.6,1.4,0.5,1.0,0.1,0.4,0.1,0.1,0.3,0.4,0.8,0.1,0.1,0.0,0.1,0.1,1.3,.391,.500,.143,1.000,.440,.413,G,ATL,martity01
1413,James Southerland,0.0,2013-14,2013-14,23,4,0,0,7.5,1.3,3.8,0.5,2.3,0.8,1.5,0.3,0.5,0.0,2.0,2.0,0.0,0.3,0.5,0.3,0.8,3.5,.333,.222,.500,.500,.441,.433,F,CHANOP,southja01
1414,Primož Brezec,0.0,2009-10,2009-10,30,21,0,0,4.5,0.4,1.2,0.4,1.2,0.0,0.0,0.0,0.3,0.6,0.6,1.2,0.0,0.0,0.1,0.1,0.9,0.9,.346,.346,,.167,.332,.346,C,MILPHI,brezepr01
1415,David Wear,0.0,2014-15,2014-15,24,2,0,0,3.5,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,.000,.000,.000,,.000,.000,F,SAC,wearda01
1416,Ángel Delgado,0.0,2018-19,2018-19,24,2,0,0,7.5,0.5,2.5,0.5,2.5,0.0,0.0,0.5,1.0,1.0,1.0,2.0,0.0,0.5,0.0,0.0,1.0,1.5,.200,.200,,.500,.255,.200,C,LAC,delgaan01
1417,Damion James,0.0,2010-11,2013-14,23-26,39,17,0,16.0,1.6,3.8,1.6,3.6,0.0,0.2,0.7,1.1,0.6,2.7,3.4,0.7,0.6,0.5,1.0,1.4,3.8,.415,.433,.000,.667,.453,.415,G-F,BRKNJNSAS,jamesda01
1418,Donovan Williams,0.0,2022-23,2022-23,21,2,0,0,2.0,1.0,2.5,1.0,1.5,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,.400,.667,.000,,.400,.400,F,ATL,willido02
1419,Trevor Hudgins,0.0,2022-23,2022-23,23,5,0,0,5.6,0.4,1.8,0.0,0.2,0.4,1.6,0.6,0.6,0.0,0.0,0.0,0.6,0.0,0.0,0.2,0.2,1.8,.222,.000,.250,1.000,.436,.333,G,HOU,hudgitr01
1420,Pape Sy,0.0,2010-11,2010-11,22,3,0,0,7.0,0.7,2.0,0.7,1.7,0.0,0.3,1.0,1.0,0.7,0.3,1.0,0.7,0.3,0.0,1.0,0.3,2.3,.333,.400,.000,1.000,.478,.333,F,ATL,sypa01
1421,David Johnson,0.0,2021-22,2021-22,20,2,0,0,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.000,,.000,,.000,.000,G,TOR,johnsda08
1422,Othello Hunter,0.0,2009-10,2009-10,23,7,0,0,4.7,0.6,1.7,0.6,1.7,0.0,0.0,0.4,0.6,0.9,0.9,1.7,0.0,0.0,0.1,0.4,0.7,1.6,.333,.333,,.750,.400,.333,F,ATL,hunteot01
1423,Kareem Rush,0.0,2009-10,2009-10,29,7,0,0,8.3,0.6,1.6,0.4,1.1,0.1,0.4,0.0,0.0,0.1,0.7,0.9,0.6,0.3,0.4,0.4,1.1,1.3,.364,.375,.333,,.409,.409,G,LAC,rushka01
1424,Arnoldas Kulboka,0.0,2021-22,2021-22,24,2,0,0,2.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,.000,,.000,,.000,.000,F,CHO,kulboar01
1425,Chris Babb,0.0,2013-14,2013-14,23,14,0,0,9.4,0.6,2.1,0.1,0.2,0.4,1.9,0.0,0.0,0.3,0.9,1.2,0.2,0.4,0.0,0.2,0.9,1.6,.267,.667,.222,,.367,.367,G,BOS,babbch01
1426,Royce White,0.0,2013-14,2013-14,22,3,0,0,3.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,.000,.000,,,.000,.000,F,SAC,whitero03
1427,Jamaal Franklin,0.0,2013-14,2014-15,22-23,24,0,0,7.3,0.7,1.7,0.5,1.2,0.3,0.5,0.1,0.1,0.2,0.8,1.0,0.4,0.2,0.1,0.6,1.1,1.8,.415,.393,.462,1.000,.501,.488,G,DENMEM,frankja01
1428,JaQuori McLaughlin,0.0,2021-22,2021-22,24,4,0,0,2.8,0.0,0.5,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3,0.0,.000,.000,.000,,.000,.000,G,DAL,mclauja01
1429,DeVaughn Akoon-Purcell,0.0,2018-19,2018-19,25,7,0,0,3.1,0.4,1.4,0.4,0.9,0.0,0.6,0.1,0.3,0.1,0.4,0.6,0.9,0.3,0.0,0.3,0.6,1.0,.300,.500,.000,.500,.322,.300,G,DEN,akoonde01
1430,Paris Bass,0.0,2021-22,2021-22,26,2,0,0,3.5,1.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.5,0.0,1.0,1.0,3.0,.333,.500,.000,1.000,.436,.333,F,PHO,basspa01
